Symbol,Company Name,Sector,Industry,Description,Total_ESG_Risk_Score,Predicted_ESG_Score,ESG_Risk_Exposure,ESG_Risk_Management,ESG_Risk_Level,Environment_Score,Governance_Score,Social_Score,Controversy_Level,Controversy_Score,ESG_Risk_Label,AI_ESG_Insight
A,Agilent Technologies Inc.,Healthcare,Diagnostics & Research,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide. The company operates in three segments: Life Sciences and Applied Markets, Diagnostics and Genomics, and Agilent CrossLab. The Life Sciences and Applied Markets segment offers liquid chromatography systems and components; liquid chromatography mass spectrometry systems; gas chromatography systems and components; gas chromatography mass spectrometry systems; inductively coupled plasma mass spectrometry instruments; atomic absorption instruments; microwave plasma-atomic emission spectrometry instruments; inductively coupled plasma optical emission spectrometry instruments; raman spectroscopy; cell analysis plate based assays; flow cytometer; real-time cell analyzer; cell imaging systems; microplate reader; laboratory software; information management and analytics; laboratory automation and robotic systems; dissolution testing; and vacuum pumps, and measurement technologies. The Diagnostics and Genomics segment focuses on genomics, nucleic acid contract manufacturing and research and development, pathology, companion diagnostics, reagent partnership, and biomolecular analysis businesses. The Agilent CrossLab segment provides GC and LC columns, sample preparation products, custom chemistries, and laboratory instrument supplies; and offers services portfolio, including repairs, parts, maintenance, installations, training, compliance support, software as a service, asset management, and consulting services. The company markets its products through direct sales, distributors, resellers, manufacturer's representatives, and electronic commerce. Agilent Technologies, Inc. was incorporated in 1999 and is headquartered in Santa Clara, California.",13.6,18.074864511861588,31.52457117677723,60.1787355612764,Low,1.1,6.1,6.4,Moderate Controversy Level,2.0,Low,
AFL,Aflac Inc.,Financial Services,Insurance - Life,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. The company operates through Aflac Japan and Aflac U.S. segments. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. Aflac Incorporated was founded in 1955 and is headquartered in Columbus, Georgia.",18.3,23.92425283937865,67.73098412023464,31.808802023489125,Low,0.3,8.9,9.1,Low Controversy Level,1.0,Low,
AES,Aes Corporation,Utilities,Utilities - Diversified,"The AES Corporation, together with its subsidiaries, operates as a diversified power generation and utility company in the United States and internationally. The company owns and/or operates power plants to generate and sell power to customers, such as utilities, industrial users, and other intermediaries; owns and/or operates utilities to generate or purchase, distribute, transmit, and sell electricity to end-user customers in the residential, commercial, industrial, and governmental sectors; and generates and sells electricity on the wholesale market. It uses various fuels and technologies to generate electricity, such as coal, gas, hydro, wind, solar, and biomass, as well as renewables comprising energy storage and landfill gas. The company owns and/or operates a generation portfolio of approximately 34,596 megawatts and distributes power to 2.6 million customers. The company was formerly known as Applied Energy Services, Inc. and changed its name to The AES Corporation in April 2000. The AES Corporation was incorporated in 1981 and is headquartered in Arlington, Virginia.",26.7,29.963926786259435,42.63195251615639,51.61853364736331,Medium,13.3,5.3,8.2,Moderate Controversy Level,2.0,Medium,
ADBE,Adobe Inc.,Technology,Software - Infrastructure,"Adobe Inc., together with its subsidiaries, operates as a diversified software company worldwide. It operates through three segments: Digital Media, Digital Experience, and Publishing and Advertising. The Digital Media segment offers products, services, and solutions that enable individuals, teams, and enterprises to create, publish, and promote content; and Document Cloud, a unified cloud-based document services platform. Its flagship product is Creative Cloud, a subscription service that allows members to access its creative products. This segment serves content creators, students, workers, marketers, educators, enthusiasts, and communicators. The Digital Experience segment provides an integrated platform and set of applications and services that enable brands and businesses to create, manage, execute, measure, monetize, and optimize customer experiences from analytics to commerce. This segment serves marketers, advertisers, agencies, publishers, merchandisers, merchants, web analysts, data scientists, developers, and executives across the C-suite. The Publishing and Advertising segment offers products and services, such as e-learning solutions, technical document publishing, web conferencing, document and forms platform, web application development, and high-end printing, as well as Advertising Cloud offerings. It also provides consulting, technical support, and learning services. The company offers its products and services directly to enterprise customers through its sales force and local field offices, as well as to end users through app stores and through its website at adobe.com. It also distributes products and services through distributors, value-added resellers, systems integrators, software vendors and developers, retailers, and original equipment manufacturers. The company was formerly known as Adobe Systems Incorporated and changed its name to Adobe Inc. in October 2018. Adobe Inc. was founded in 1982 and is headquartered in San Jose, California.",13.1,20.1035919032349,33.58380455437172,55.28696166449686,Low,1.9,5.2,6.0,Moderate Controversy Level,2.0,Low,
ACN,Accenture Plc,Technology,Information Technology Services,"Accenture plc, a professional services company, provides strategy and consulting, industry X, song, and technology and operation services worldwide. The company offers application services, including agile transformation, DevOps, application modernization, enterprise architecture, software and quality engineering, data management; intelligent automation comprising robotic process automation, natural language processing, and virtual agents; and application management services, as well as software engineering services; strategy and consulting services; data and analytics strategy, data discovery and augmentation, data management and beyond, data democratization, and industrialized solutions comprising turnkey analytics and artificial intelligence (AI) solutions; metaverse; and sustainability services. It also provides change management, HR transformation and delivery, organization strategy and design, talent strategy and development, and leadership and culture services; digital commerce; infrastructure services, including cloud infrastructure managed, cloud and data center, network, digital workplace, database platforms, service management, and cloud and infrastructure security services; data-enabled operating models; technology consulting and AI services; and technology consulting services. In addition, the company offers engineering and R&D digitization, smart connected products, product as-a-service enablement, capital projects, intelligent asset management, digital industrial workforce, and autonomous robotic systems; business process outsourcing; and services related to technology innovation. Further, it provides cloud, ecosystem, marketing, security, supply chain management, zero-based transformation, customer experience, finance consulting, mergers and acquisitions, and sustainability services. The company has a collaboration with Salesforce, Inc. to develop Salesforce Life Sciences Cloud. The company was founded in 1951 and is based in Dublin, Ireland.",9.8,6.37032465133028,58.23165403483609,39.08887598419388,Negligible,0.8,4.4,4.6,Moderate Controversy Level,2.0,Low,
ABBV,Abbvie Inc.,Healthcare,Drug Manufacturers - General,"AbbVie Inc. discovers, develops, manufactures, and sells pharmaceuticals worldwide. The company offers Humira, an injection for autoimmune and intestinal Behçet's diseases, and pyoderma gangrenosum; Skyrizi to treat moderate to severe plaque psoriasis, psoriatic disease, and Crohn's disease; Rinvoq to treat rheumatoid and psoriatic arthritis, ankylosing spondylitis, atopic dermatitis, axial spondyloarthropathy, ulcerative colitis, and Crohn's disease; Imbruvica for the treatment of adult patients with blood cancers; Epkinly to treat lymphoma; Elahere to treat cancer; and Venclexta/Venclyxto to treat blood cancers. It also provides facial injectables, plastics and regenerative medicine, body contouring, and skincare products; botox therapeutic; Vraylar for depressive disorder; Duopa and Duodopa to treat advanced Parkinson's disease; Ubrelvy for the acute treatment of migraine in adults; and Qulipta for episodic and chronic migraine. In addition, the company offers Ozurdex for eye diseases; Lumigan/Ganfort and Alphagan/Combigan for the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension; Restasis to increase tear production; and other eye care products. Further, it provides Mavyret/Maviret to treat chronic hepatitis C virus genotype 1-6 infection; Creon, a pancreatic enzyme therapy; Lupron to treat advanced prostate cancer, endometriosis and central precocious puberty, and patients with anemia caused by uterine fibroids; Linzess/Constella to treat irritable bowel syndrome with constipation and chronic idiopathic constipation; and Synthroid for hypothyroidism. It has collaborations with Calico Life Sciences LLC; REGENXBIO Inc.; Janssen Biotech, Inc.; and Genentech, Inc., as well as collaboration with Tentarix Biotherapeutics, LP to develop conditionally-active and multi-specific biologics for oncology and immunology. The company was incorporated in 2012 and is headquartered in North Chicago, Illinois.",29.9,33.16315133381716,30.140548998827104,35.08715323411036,Medium,2.4,10.4,17.2,Significant Controversy Level,3.0,Medium,
ABT,Abbott Laboratories,Healthcare,Medical Devices,"Abbott Laboratories, together with its subsidiaries, discovers, develops, manufactures, and sells health care products worldwide. It operates in four segments: Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices. The company provides generic pharmaceuticals for the treatment of pancreatic exocrine insufficiency, irritable bowel syndrome or biliary spasm, intrahepatic cholestasis or depressive symptoms, gynecological disorder, hormone replacement therapy, dyslipidemia, hypertension, hypothyroidism, Ménière's disease and vestibular vertigo, pain, fever, inflammation, and migraine, as well as provides anti-infective clarithromycin, influenza vaccine, and products to regulate physiological rhythm of the colon. It also offers laboratory and transfusion medicine systems in the areas of immunoassay, clinical chemistry, hematology, and transfusion; molecular diagnostics polymerase chain reaction instrument systems that automate the extraction, purification, and preparation of DNA and RNA from patient samples, and detect and measure infectious agents; point of care systems; cartridges for testing blood gas, chemistry, electrolytes, coagulation, and immunoassay; rapid diagnostics lateral flow testing products; molecular point-of-care testing for HIV, SARS-CoV-2, influenza A and B, RSV, and strep A; cardiometabolic test systems; drug and alcohol test, and remote patient monitoring and consumer self-test systems; and informatics and automation solutions for laboratories. In addition, the company provides pediatric and adult nutritional products; rhythm management, electrophysiology, heart failure, vascular, and structural heart devices for the treatment of cardiovascular diseases; diabetes care products, such as glucose and blood glucose monitoring systems; and neuromodulation devices for the management of chronic pain and movement disorders. Abbott Laboratories was founded in 1888 and is based in North Chicago, Illinois.",24.8,21.472482235185502,35.575796597989694,64.00373322568271,Medium,2.3,8.3,14.2,Significant Controversy Level,3.0,Medium,
AOS,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, heat pumps, tanks, and water treatment products in North America, China, Europe, and India. The company offers water heaters for residences, restaurants, hotels, office buildings, laundries, car washes, and small businesses; boilers for hospitals, schools, hotels, and other large commercial buildings, as well as homes, apartments, and condominiums; and water treatment products comprising point-of-entry water softeners, well water solutions, and whole-home water filtration products, and point-of-use carbon and reverse osmosis products for residences, restaurants, hotels, and offices. It also provides commercial water treatment and filtration product; expansion tanks, commercial solar water heating systems, swimming pool and spa heaters, and related products and parts; and electric wall-hung, gas tankless, combi-boiler, and heat pump and solar water heaters. The company offers its products under the A. O. Smith, State, Lochinvar, Hague, Water-Right, Master Water, Atlantic Filter, and Water Tec brands. It distributes its products through independent wholesale plumbing distributors, as well as to retail channels consisting of hardware and home center chains, and manufacturer representative firms; and offers Aquasana branded products directly to consumers through e-commerce channels. A. O. Smith Corporation was founded in 1874 and is headquartered in Milwaukee, Wisconsin.",25.4,31.41717042132976,52.83640008975868,35.41767181416309,Medium,7.2,6.4,11.9,Low Controversy Level,1.0,Medium,
MMM,3m Company,Industrials,Conglomerates,"3M Company provides diversified technology services in the United States and internationally. The company's Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. Its Transportation and Electronics segment provides ceramic solutions; attachment/bonding products, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; semiconductor production materials; data centers solutions; and reflective signage for highway, and vehicle safety. The company's Consumer segment provides consumer bandages, braces, supports, and consumer respirators; home cleaning products; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in Saint Paul, Minnesota.",37.3,39.05739512620293,47.4008175546508,65.07722375265095,High,17.2,6.5,13.6,Severe Controversy Level,5.0,Medium,
sxl,Olsen Group,Technology,Software,Pre-emptive next generation complexity,34.42,39.4,35.33,52.9,High,29.87,17.13,37.86,Low,19.0,Medium,
EGe,Waters-Lucas,Energy,Pharmaceuticals,Decentralized dedicated utilization,21.7,27.1,57.54,50.52,Low,37.11,32.16,23.12,Medium,30.0,Medium,
EER,"Bishop, Grimes and Espinoza",Healthcare,Banks,Horizontal executive model,11.24,19.03,33.59,55.43,Medium,31.4,11.31,39.13,High,93.0,Low,
pmE,Hernandez Inc,Energy,Software,Vision-oriented multi-state challenge,43.47,43.37,49.9,57.31,Low,10.2,38.63,24.27,Medium,46.0,High,
FsG,Ball and Sons,Energy,Pharmaceuticals,Cross-platform reciprocal synergy,10.31,14.72,65.46,68.06,Medium,25.41,33.14,11.78,High,62.0,Low,
tuz,Morris-Hartman,Industrials,Banks,Enterprise-wide attitude-oriented neural-net,19.17,20.81,45.31,44.57,High,15.63,33.22,34.55,High,92.0,Low,
kUh,Chase Ltd,Healthcare,Oil & Gas,Synergistic motivating moratorium,44.41,43.74,42.6,55.25,Medium,22.5,20.76,26.16,High,78.0,High,
gvw,"Stewart, Burton and Miller",Technology,Software,Optional user-facing time-frame,13.65,14.49,39.17,44.44,High,22.94,22.54,21.39,Medium,53.0,Low,
HJe,"Boone, Martinez and Wilson",Healthcare,Machinery,Persevering encompassing product,36.87,37.66,42.17,64.42,Medium,17.98,32.59,27.87,High,92.0,Medium,
nMV,Hancock Group,Technology,Retail,Optimized coherent attitude,49.16,49.42,44.88,64.3,High,25.45,13.09,34.97,Low,19.0,High,
KRY,Young-Shannon,Finance,Machinery,Customer-focused next generation knowledgebase,29.32,26.26,64.84,63.82,Low,18.95,29.06,37.14,Medium,41.0,Medium,
hlB,Wallace-Anderson,Consumer Goods,Software,Balanced upward-trending knowledge user,20.42,26.23,68.72,58.31,Low,32.4,12.6,26.96,High,75.0,Medium,
AHe,"Barber, Wilson and Coleman",Industrials,Machinery,User-centric global firmware,11.09,14.31,30.93,50.23,High,35.91,17.71,39.32,Medium,36.0,Low,
bqh,Martin-Craig,Finance,Software,Implemented next generation policy,38.86,38.77,41.27,30.71,High,14.58,12.2,24.5,High,92.0,Medium,
DHz,Mcclure-Adkins,Industrials,Oil & Gas,Pre-emptive methodical success,11.63,10.54,59.18,49.54,High,19.86,19.56,34.03,Medium,25.0,Low,
YBo,"Maxwell, Small and Thomas",Technology,Machinery,Programmable motivating secured line,13.34,11.83,56.54,63.12,High,28.25,25.46,22.82,Low,10.0,Low,
tpR,Blevins-Butler,Industrials,Oil & Gas,Reduced heuristic software,48.65,52.72,66.72,41.81,Medium,11.56,35.11,22.81,Medium,23.0,High,
EXl,Blackburn PLC,Healthcare,Machinery,User-centric client-server forecast,27.48,30.61,69.09,39.36,Low,14.0,22.71,25.8,High,76.0,Medium,
GHO,"Savage, Riddle and Robinson",Consumer Goods,Banks,Public-key hybrid infrastructure,22.62,25.79,39.94,47.62,High,10.8,31.45,14.7,Medium,28.0,Medium,
YLT,Mckinney and Sons,Industrials,Banks,Right-sized modular firmware,48.7,44.58,49.61,38.34,Low,20.36,18.76,28.6,Medium,27.0,High,
pQz,Mendez-Miller,Consumer Goods,Oil & Gas,Synergistic solution-oriented algorithm,23.32,26.78,43.49,42.34,High,10.44,21.08,12.49,High,95.0,Medium,
jfj,"Freeman, Morris and Bautista",Healthcare,Banks,Advanced optimizing infrastructure,13.48,17.85,45.42,46.17,Medium,21.1,33.22,13.14,Medium,23.0,Low,
aVD,Smith-Peterson,Finance,Oil & Gas,Total exuding task-force,31.85,26.96,65.66,38.31,Medium,32.28,12.97,27.62,Medium,21.0,Medium,
AuV,Rodriguez LLC,Energy,Software,Seamless leadingedge hub,38.4,37.21,47.72,57.06,High,11.21,30.76,36.76,Medium,55.0,Medium,
Fnm,Brooks and Sons,Finance,Software,Monitored solution-oriented forecast,15.79,15.34,33.25,48.97,Medium,37.4,31.6,39.16,Medium,42.0,Low,
OeI,Robertson Ltd,Technology,Software,Triple-buffered even-keeled productivity,33.49,36.0,49.18,33.5,Medium,30.94,31.55,12.08,Medium,27.0,Medium,
cSJ,Jones-Rosales,Energy,Retail,Synergized fresh-thinking paradigm,33.59,31.44,65.05,37.9,High,24.36,33.26,11.76,High,68.0,Medium,
oHX,Ortega Inc,Consumer Goods,Software,Up-sized tangible access,37.82,40.05,66.58,52.96,High,14.35,21.7,38.43,High,80.0,Medium,
bVl,Ross PLC,Energy,Banks,Monitored real-time policy,38.54,41.07,42.9,44.73,High,22.73,28.64,35.59,High,69.0,Medium,
BRf,Hernandez-Anderson,Healthcare,Retail,Optional bandwidth-monitored customer loyalty,23.35,24.02,59.96,41.59,Low,29.64,23.51,10.86,Medium,50.0,Medium,
buh,Bryant Inc,Technology,Software,Multi-channeled interactive function,27.06,31.02,47.48,69.33,High,18.44,20.14,18.52,High,74.0,Medium,
AWr,Ross and Sons,Finance,Pharmaceuticals,Cross-platform client-server algorithm,26.77,22.06,36.58,44.68,Low,21.1,10.92,27.13,Medium,28.0,Medium,
lub,Salazar Inc,Energy,Oil & Gas,Horizontal 4thgeneration process improvement,43.84,43.71,53.8,37.47,High,17.3,26.03,37.37,Medium,48.0,High,
ZxJ,Russell PLC,Technology,Machinery,Programmable demand-driven access,45.65,41.15,64.49,48.82,High,17.68,22.11,22.43,High,82.0,High,
fNC,"Goodman, Coleman and Garcia",Consumer Goods,Banks,Polarized modular open system,20.25,21.75,33.85,42.88,Medium,11.57,14.96,26.74,Medium,24.0,Medium,
bEj,Alexander-Velazquez,Consumer Goods,Retail,Team-oriented multi-tasking parallelism,11.05,7.98,36.07,53.98,Medium,32.55,13.46,27.24,Medium,34.0,Low,
GPE,Jones-Dougherty,Industrials,Retail,Persevering responsive paradigm,38.35,37.26,55.66,34.69,Low,28.75,18.61,16.91,Medium,56.0,Medium,
rYB,Huang Group,Healthcare,Oil & Gas,Fundamental explicit model,25.39,25.65,58.05,31.99,Low,13.22,34.57,32.92,High,71.0,Medium,
DXZ,Cummings-Walker,Industrials,Software,Fundamental heuristic policy,34.59,32.92,50.65,42.64,Medium,21.45,13.46,12.37,High,94.0,Medium,
OAO,Harris and Sons,Finance,Software,Team-oriented motivating projection,22.13,21.51,46.76,40.34,High,13.75,31.65,36.47,High,74.0,Medium,
Rwf,Fernandez-Sharp,Industrials,Oil & Gas,Object-based discrete frame,16.23,15.88,49.02,57.84,High,26.31,19.93,24.8,High,90.0,Low,
nfN,"Wood, Kirby and Huynh",Finance,Retail,Intuitive 24/7 functionalities,40.06,36.64,55.39,62.1,Low,18.42,25.4,20.08,High,88.0,High,
UfU,Walters Inc,Energy,Pharmaceuticals,Implemented bifurcated paradigm,31.37,28.55,62.97,58.3,Medium,12.66,39.49,24.03,Medium,33.0,Medium,
Nfr,Perez-Barr,Technology,Banks,Progressive hybrid migration,29.58,33.63,65.39,30.83,Low,34.39,12.49,37.7,High,93.0,Medium,
ZuV,Anderson-Sweeney,Finance,Pharmaceuticals,Polarized object-oriented collaboration,28.74,29.94,50.53,44.95,High,31.58,17.2,17.06,Low,13.0,Medium,
yDs,Gordon PLC,Consumer Goods,Retail,Optimized fault-tolerant knowledge user,22.32,25.32,67.4,69.47,High,22.96,24.63,38.86,Medium,60.0,Medium,
WWW,"Mason, Rice and Mason",Consumer Goods,Oil & Gas,Function-based homogeneous installation,49.98,50.37,66.25,60.11,Medium,35.18,23.57,25.28,Low,20.0,High,
vAO,Manning-Wallace,Finance,Machinery,Integrated global knowledgebase,18.33,21.65,55.25,57.04,Medium,18.55,16.54,38.4,High,86.0,Low,
slA,Williams Ltd,Energy,Oil & Gas,Intuitive web-enabled parallelism,10.65,8.19,39.93,30.09,Medium,15.46,37.65,19.17,High,92.0,Low,
GBR,King-Norman,Consumer Goods,Retail,Adaptive scalable process improvement,42.03,43.17,46.68,39.86,Low,27.28,21.6,39.57,Medium,40.0,High,
pbl,"Holmes, Ramirez and Mcmahon",Technology,Software,Organized multi-tasking monitoring,44.03,46.39,66.09,37.03,Medium,29.06,25.26,32.1,Medium,52.0,High,
fFB,White-Roach,Healthcare,Machinery,De-engineered zero-defect model,28.78,24.67,64.34,48.64,Medium,39.1,19.88,19.66,Medium,46.0,Medium,
Ilh,Lucas Inc,Consumer Goods,Retail,Visionary regional knowledge user,36.65,36.87,63.65,57.52,Low,15.09,33.32,37.98,High,84.0,Medium,
nEf,"Collins, Carlson and Summers",Finance,Retail,Open-source tertiary hub,49.69,49.66,32.95,48.81,Low,20.15,12.24,14.42,Medium,50.0,High,
AOP,Hansen PLC,Consumer Goods,Retail,Multi-tiered leadingedge framework,31.97,32.69,50.67,40.73,High,16.75,36.33,35.92,Low,12.0,Medium,
Zcj,Perez-Duran,Consumer Goods,Pharmaceuticals,Multi-layered regional hierarchy,24.1,30.2,41.55,41.42,Medium,29.41,28.04,15.23,Medium,49.0,Medium,
htO,Kidd Ltd,Consumer Goods,Pharmaceuticals,Expanded zero administration software,36.27,34.14,64.54,34.37,Medium,34.65,26.45,29.82,High,66.0,Medium,
ztI,Underwood-Dixon,Energy,Oil & Gas,Cloned even-keeled standardization,25.79,31.5,60.86,34.12,Medium,13.22,39.04,13.52,High,67.0,Medium,
omG,Jackson-Chapman,Energy,Oil & Gas,Fully-configurable human-resource model,30.43,30.8,60.97,32.11,Medium,28.47,13.86,21.41,High,77.0,Medium,
krF,Hale-Gibson,Healthcare,Software,Multi-layered modular challenge,40.26,39.41,66.38,53.97,Low,24.7,11.45,15.53,High,78.0,High,
gyO,"Watkins, Smith and Farley",Technology,Banks,Customizable multi-tasking challenge,35.98,37.3,49.96,62.71,High,18.23,11.11,25.33,Medium,54.0,Medium,
jpG,"Harrison, Wood and Sweeney",Energy,Pharmaceuticals,Versatile zero tolerance intranet,34.67,30.57,52.63,44.8,High,30.36,17.62,31.0,Medium,37.0,Medium,
IeR,"Hodges, Gray and Edwards",Technology,Software,Open-source 24/7 analyzer,16.42,20.27,53.68,58.5,Medium,21.07,30.6,35.09,Medium,43.0,Low,
Luy,Shea-Stanley,Healthcare,Oil & Gas,Total disintermediate intranet,40.34,42.11,68.07,64.38,Low,39.85,11.12,24.96,Medium,54.0,High,
aTc,Torres Ltd,Finance,Oil & Gas,Re-engineered 24hour model,26.0,24.76,34.17,62.46,High,12.54,10.29,14.56,Low,2.0,Medium,
kTD,"Richardson, Griffith and Anderson",Healthcare,Banks,Down-sized motivating task-force,24.57,27.87,41.55,69.28,High,39.01,31.65,28.28,High,96.0,Medium,
zGs,"Bradley, Jones and Deleon",Energy,Retail,Team-oriented 6thgeneration attitude,38.06,39.5,54.02,33.92,High,25.75,24.78,39.86,Medium,23.0,Medium,
PjA,Nelson Ltd,Technology,Retail,Robust logistical artificial intelligence,19.44,19.96,64.94,58.41,High,32.21,32.34,36.04,Medium,37.0,Low,
TjI,Flowers PLC,Technology,Banks,Multi-layered transitional flexibility,16.39,13.09,49.78,51.68,High,38.12,39.91,28.95,Medium,44.0,Low,
KnZ,"Hicks, Reed and Rodriguez",Industrials,Banks,Future-proofed solution-oriented synergy,24.77,25.26,64.04,48.89,Low,22.71,21.96,22.52,Medium,30.0,Medium,
qVQ,"Bell, Lee and Castaneda",Industrials,Pharmaceuticals,Future-proofed tangible focus group,48.52,52.99,44.78,50.7,High,14.83,33.87,14.42,Medium,56.0,High,
DFC,Schwartz LLC,Energy,Oil & Gas,Vision-oriented national attitude,28.11,29.47,35.82,33.58,Medium,11.41,35.87,20.14,Low,19.0,Medium,
tXj,Silva PLC,Consumer Goods,Machinery,Organized eco-centric task-force,25.37,28.2,55.36,34.55,High,13.58,19.54,29.44,Medium,25.0,Medium,
jEF,"French, Wright and Miller",Industrials,Oil & Gas,Fully-configurable fault-tolerant concept,13.03,15.43,48.26,58.92,Medium,11.34,19.22,32.47,High,79.0,Low,
riW,Williams PLC,Industrials,Retail,Organized even-keeled flexibility,25.61,20.57,64.21,30.1,High,30.07,24.49,38.08,Medium,47.0,Medium,
lqg,"Ryan, Reyes and Thomas",Technology,Retail,Down-sized secondary capability,48.95,47.56,41.11,40.53,Medium,16.24,37.37,15.58,Low,4.0,High,
miu,"Perez, Frazier and Friedman",Finance,Oil & Gas,Programmable cohesive support,48.75,45.96,69.35,67.35,Low,28.03,19.66,24.73,High,67.0,High,
Cdf,Baker and Sons,Healthcare,Retail,Phased logistical parallelism,42.68,44.37,43.34,56.35,High,16.6,19.74,32.76,Medium,25.0,High,
Ymy,Arellano-Pugh,Healthcare,Software,Adaptive explicit frame,37.95,39.8,68.98,53.54,Medium,22.4,28.65,30.69,High,81.0,Medium,
spi,"Wallace, Roberts and Phillips",Technology,Machinery,Progressive actuating secured line,19.84,20.71,66.49,62.38,Low,34.45,30.99,35.96,Medium,57.0,Low,
EmV,Brown-Yang,Energy,Pharmaceuticals,Re-engineered web-enabled process improvement,27.23,23.44,30.41,57.46,Low,17.4,18.1,28.02,Low,18.0,Medium,
NMv,"Myers, Brown and Franco",Industrials,Software,Operative solution-oriented database,29.62,33.09,54.61,69.21,High,26.83,31.03,17.15,Medium,42.0,Medium,
qVf,Howard LLC,Consumer Goods,Banks,Realigned disintermediate implementation,44.07,34.62,41.23,40.4,Low,32.64,13.66,14.03,Medium,31.0,High,
pHi,"Myers, Cole and Patterson",Industrials,Banks,Intuitive methodical workforce,40.87,42.16,42.41,42.32,Medium,37.93,22.27,39.17,Medium,55.0,High,
nbN,Schultz Ltd,Consumer Goods,Banks,Intuitive national challenge,34.6,37.22,69.6,34.6,Low,28.38,17.07,31.32,Low,15.0,Medium,
vHc,"Torres, Sampson and George",Technology,Banks,Progressive global capacity,37.03,37.05,33.86,63.69,Low,11.24,16.63,19.91,High,87.0,Medium,
ghK,"Wright, Cook and Fisher",Consumer Goods,Oil & Gas,User-friendly non-volatile emulation,49.25,50.98,59.79,35.88,Medium,38.16,36.86,26.6,Medium,59.0,High,
hbH,Trevino-Cochran,Industrials,Software,Reverse-engineered dynamic hierarchy,32.46,27.37,39.15,38.41,High,10.74,12.08,15.9,High,88.0,Medium,
gyQ,Hughes LLC,Finance,Retail,Stand-alone zero-defect superstructure,13.7,15.51,61.58,56.84,Low,28.94,19.78,16.59,Medium,35.0,Low,
kvp,"Waller, Lynn and Martin",Healthcare,Banks,Re-contextualized bi-directional attitude,28.29,23.51,37.47,49.09,Low,19.01,25.0,35.12,Medium,53.0,Medium,
ssV,Knox PLC,Energy,Retail,Exclusive stable algorithm,41.64,40.1,33.45,64.81,Medium,17.63,11.78,18.44,Low,19.0,High,
Oiv,"Aguilar, Wilson and Byrd",Finance,Banks,Proactive contextually-based open architecture,11.7,4.91,51.97,59.15,Medium,23.93,16.93,20.73,Low,17.0,Low,
wvm,Hunt LLC,Healthcare,Pharmaceuticals,Multi-lateral regional infrastructure,45.12,45.0,62.55,31.01,High,27.87,34.67,24.89,High,83.0,High,
fKT,Preston Ltd,Healthcare,Software,Cloned asynchronous function,32.8,32.0,68.51,38.35,Low,32.23,10.25,23.54,High,71.0,Medium,
OYB,"Woodward, Robinson and Johnson",Consumer Goods,Pharmaceuticals,Right-sized national workforce,41.42,43.13,35.06,68.04,High,18.17,34.77,17.6,Medium,29.0,High,
MrL,"Salazar, Mccullough and Benson",Industrials,Pharmaceuticals,User-centric non-volatile toolset,38.62,35.0,35.13,69.55,Medium,27.06,14.12,36.62,Medium,59.0,Medium,
GeH,Myers and Sons,Finance,Machinery,Pre-emptive fresh-thinking access,42.85,43.4,69.71,43.14,Medium,13.96,12.98,21.45,Low,10.0,High,
Yvd,Smith PLC,Industrials,Machinery,Grass-roots multimedia circuit,14.04,12.13,55.54,59.61,High,17.22,36.82,23.59,Low,18.0,Low,
LdE,Aguilar Ltd,Consumer Goods,Software,Centralized national methodology,27.29,27.09,37.6,30.09,Low,38.81,18.96,18.22,Medium,24.0,Medium,
Hty,"Bailey, Russell and Barrett",Industrials,Banks,Exclusive grid-enabled knowledgebase,18.98,24.27,46.31,64.53,Medium,18.03,31.87,28.03,Medium,49.0,Low,
TQE,White-Jones,Consumer Goods,Oil & Gas,Synergistic encompassing interface,30.63,31.44,50.6,47.09,High,10.69,10.7,34.14,Low,9.0,Medium,
Rtx,Silva Inc,Technology,Pharmaceuticals,Pre-emptive client-server Graphic Interface,43.86,42.67,61.45,68.28,Medium,29.6,17.16,30.21,Low,5.0,High,
